Title,Writer,Director,Actor,Actor.Rating,Director.Rating,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance
Streets of Fire,Larry Gross,Walter Hill,Bill Murray,1,1,1980s,93,14500000,6.2,1860,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,,1,0,0,0,0,1
Stripes,Len Blum,Ivan Reitman,Bill Murray,1,2,1980s,106,10000000,6.8,7406,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,0,0,0
Striptease,Andrew Bergman,Andrew Bergman,Demi Moore,1,3,1990s,117,50000000,3.8,7998,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,1,0,0
Stuart Little,Greg Brooker,Rob Minkoff,Michael Fox,3,3,1990s,81,103000000,6,8009,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,0,0,1,0,0,0
Stuart Little 2,Bruce Rubin,Rob Minkoff,Michael Fox,3,3,2000s,82,120000000,5.9,2324,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,0,0,1,0,0,0
The Stuff,Larry Cohen,Larry Cohen,Michael Moriarty,3,3,1980s,93,1700000,4.9,701,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0
The Stupids,Harry Allard,John Landis,Tom Arnold,3,1,1990s,94,25000000,3.7,1503,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0
Suddenly  Last Summer,Gore Vidal,Joseph Mankiewicz,Elizabeth Taylor,1,3,1950s,114,3000000,7.5,1381,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0
Sugar & Spice,Mandy Nelson,Francine McDougall,Marla Sokoloff,3,3,2000s,84,11000000,5.3,2901,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
The Sugarland Express,Hal Barwood,Steven Spielberg,Goldie Hawn,1,1,1970s,110,3000000,6.7,1461,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,0
Suicide Kings,Gina Goldman,Peter O'Fallon,Mark Watson,3,3,1990s,106,5000000,7,6117,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0
Sullivan's Travels,Preston Sturges,Preston Sturges,Joel McCrea,3,1,1940s,90,689665,8.2,2896,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,,0,0,1,0,0,1
The Sum of All Fears,Paul Attanasio,Phil Robinson,Ian Mongrain,3,3,2000s,123,68000000,6.6,15835,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0
Summer Catch,Kevin Falls,Michael Tollin,Prinze,3,3,2000s,105,17000000,4.5,2581,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1
Summer of Sam,Victor Colicchio,Spike Lee,John Leguizamo,2,1,1990s,142,22000000,6.5,8151,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1
Sunset Blvd.,Charles Brackett,Billy Wilder,William Holden,1,1,1950s,115,1752000,8.6,16149,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,0,1,0,0
Sunshine State,John Sayles,John Sayles,Alex Lewis,3,1,2000s,141,5600000,7,1481,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,PG-13,0,0,0,1,0,0
Super Mario Bros.,Parker Bennett,Annabel Jankel,Bob Hoskins,2,3,1990s,104,42000000,3.6,5376,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,,1,0,1,0,0,0
Super Size Me,Morgan Spurlock,Morgan Spurlock,Chemeeka Walker,3,3,2000s,100,300000,7.7,9487,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,PG-13,0,0,0,0,1,0
Super Troopers, , ,,3,3,2000s,100,3000000,6.3,7728,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,R,0,0,1,0,0,0
Supergirl,Otto Binder,Jeannot Szwarc,Faye Dunaway,1,3,1980s,150,35000000,3.9,2490,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0
Superman,Robert Benton,Richard Donner,Marlon Brando,1,1,1970s,151,55000000,7.1,17327,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,1,0,0,0,0,0
Superman II,Tom Mankiewicz,Richard Donner,Gene Hackman,1,1,1980s,127,54000000,6.5,10085,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0
Superstar,Steve Koren,Bruce McCulloch,Molly Shannon,3,3,1990s,81,14000000,4.5,2880,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Surviving Picasso,Arianna Huffington,James Ivory,Anthony Hopkins,1,3,1990s,125,16000000,6.1,1139,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1
Suspect Zero,Zak Penn,E. Merhige,Aaron Eckhart,2,3,2000s,99,27000000,5.7,1310,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Swamp Thing,Wes Craven,Wes Craven,Louis Jourdan,2,1,1980s,91,3000000,5,1179,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0
The Swarm, Herzog,Irwin Allen,Michael Caine,1,3,1970s,156,21000000,3.8,986,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0
Sweet Charity,Federico Fellini,Bob Fosse,Shirley MacLaine,1,1,1960s,154,20000000,6.8,640,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,1
Sweet Home Alabama,C. Cox,Andy Tennant,Reese Witherspoon,1,3,2000s,108,38000000,5.8,9943,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1
Sweet November,Herman Raucher,Pat O'Connor,Keanu Reeves,1,3,2000s,115,40000000,5.5,5458,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1
The Sweetest Thing,Nancy Pimental,Roger Kumble,Lillian Adams,3,3,2000s,90,43000000,4.7,8284,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,1
Swept Away,Guy Ritchie,Guy Ritchie,Bruce Greenwood,2,1,2000s,89,10000000,3.8,2113,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,1
Swimfan,Charles Bohl,John Polson,Jesse Bradford,3,3,2000s,85,8500000,4.5,3863,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,0
Swimming with Sharks,George Huang,George Huang,Kevin Spacey,1,3,1990s,101,700000,7.1,4837,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,0
Swing Time,Erwin Gelsey,George Stevens,Fred Astaire,1,1,1930s,103,886000,7.7,1135,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,1
Swingers,Jon Favreau,Doug Liman,Jon Favreau,3,2,1990s,96,200000,7.6,15827,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0
Swiri,Je-kyu Kang,Je-kyu Kang,Suk-kyu Han,3,3,1990s,125,5000000,6.6,1704,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,1,0,0,0,0,1
Switchback,Jeb Stuart,Jeb Stuart,Claudia Stedelin,3,3,1990s,118,38000000,6.1,2195,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0
Swordfish,Skip Woods,Dominic Sena,John Travolta,1,3,2000s,99,80000000,6.2,20455,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0
THX 1138,George Lucas,George Lucas,Robert Duvall,1,1,1970s,88,777000,6.5,4274,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,0,1,0,0
Tadpole, , ,,3,3,2000s,78,150000,6.3,1769,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1
Taegukgi hwinalrimyeo,Richard Epcar,Je-kyu Kang,Dong-gun Jang,3,3,2000s,140,12800000,8.5,1792,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,R,1,0,0,1,0,0
The Tailor of Panama,John Boorman,John Boorman,Pierce Brosnan,1,1,2000s,109,18000000,6.1,5997,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0
Take the Money and Run,Woody Allen,Woody Allen,Woody Allen,2,1,1960s,85,1500000,7.3,3025,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0
The Talented Mr. Ripley,Patricia Highsmith,Anthony Minghella,Matt Damon,1,2,1990s,139,40000000,7,25974,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0
Talk Radio,Eric Bogosian,Oliver Stone,Eric Bogosian,3,1,1980s,110,4000000,6.9,2080,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
Tang shan da xiong,Wei Lo,Wei Lo,Bruce Lee,1,3,1970s,115,100000,6.3,1468,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,,1,0,0,1,0,0
Tango & Cash,Randy Feldman,Andrey Konchalovskiy,Sylvester Stallone,1,3,1980s,104,55000000,5.4,7657,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,1,0,0,0
Tank Girl,Jamie Hewlett,Rachel Talalay,Lori Petty,3,3,1990s,104,25000000,4.6,4400,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,1,0,0,0
Targets,Peter Bogdanovich,Peter Bogdanovich,Tim O'Kelly,3,1,1960s,90,130000,7.4,793,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,0,0,0,0
Tart,Christina Wayne,Christina Wayne,Dominique Swain,3,3,2000s,94,3300000,4.6,714,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0
Tarzan,Stephen Anderson,Chris Buck,Brian Blessed,3,3,1990s,88,150000000,7.1,10672,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,0,0,0,0
Taxi Driver,Paul Schrader,Martin Scorsese,Diahnne Abbott,3,1,1970s,110,1300000,8.5,47873,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,0
Tea with Mussolini,John Mortimer,Franco Zeffirelli,(I) Cher,3,1,1990s,117,12000000,6.7,2711,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,1,0,0
Teaching Mrs. Tingle,Kevin Williamson,Kevin Williamson,Helen Mirren,1,3,1990s,96,13000000,5,5244,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Team America: World Police,Pam Brady,Trey Parker,Trey Parker,3,3,2000s,98,30000000,7.3,13104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,R,1,0,1,0,0,0
Tears of the Sun,Patrick Cirillo,Antoine Fuqua,Bruce Willis,1,2,2000s,121,70000000,6.2,8690,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0
Ted Bundy,Matthew Bright,Matthew Bright,Michael Burke,3,3,2000s,99,1200000,5.2,852,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Teen Wolf Too,Tim Kring,Christopher Leitch,Jason Bateman,3,3,1980s,95,3000000,2.7,2209,34.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0
Teenage Mutant Ninja Turtles,Kevin Eastman,Steve Barron,Judith Hoag,3,3,1990s,93,13500000,5.5,6946,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,0,0,0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Kevin Eastman,Michael Pressman,Paige Turco,3,3,1990s,88,25000000,4.6,3429,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0
Telling Lies in America,Joe Eszterhas,Guy Ferland,Kevin Bacon,1,3,1990s,101,4000000,6.4,646,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,1,0,0
The Temp,Tom Engelman,Tom Holland,Timothy Hutton,3,3,1990s,99,15000000,4.9,668,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0
The Ten Commandments,Fredric Frank,Cecil DeMille,Charlton Heston,1,3,1950s,220,13500000,7.7,8895,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0
The Terminal,Sacha Gervasi,Steven Spielberg,Tom Hanks,1,1,2000s,128,60000000,7.1,15809,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,1
Terminator 2: Judgment Day,James Cameron,James Cameron,Arnold Schwarzenegger,1,1,1990s,154,100000000,8.2,77614,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,1,0,0,1,0,0
Terminator 3: Rise of the Machines,John Brancato,Jonathan Mostow,Arnold Schwarzenegger,1,2,2000s,109,175000000,6.9,32111,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,R,1,0,0,0,0,0
The Terminator,James Cameron,James Cameron,Arnold Schwarzenegger,1,1,1980s,108,6400000,7.9,59772,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,1
The Texas Chain Saw Massacre,Kim Henkel,Tobe Hooper,Marilyn Burns,3,1,1970s,75,140000,7,10224,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0
The Texas Chainsaw Massacre 2,L.M. Carson,Tobe Hooper,Dennis Hopper,1,1,1980s,111,4700000,4.6,2107,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,0,0,0,0
The Texas Chainsaw Massacre,Kim Henkel,Marcus Nispel,Jessica Biel,1,3,2000s,98,9200000,5.9,9587,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,0,0,0
Texas Rangers,Scott Busby,Steve Miner,Beek Van,3,3,2000s,86,38000000,5.1,945,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,1,0,0
That Thing You Do!,Tom Hanks,Tom Hanks,Everett,3,3,1990s,108,2500000,6.6,11701,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,0
Thelma & Louise,Callie Khouri,Ridley Scott,Susan Sarandon,1,1,1990s,129,16500000,7.3,18075,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,1,0,0,1,0,0
There's Something About Mary,Ed Decter,Bobby Farrelly,Cameron Diaz,1,3,1990s,134,23000000,7.2,46343,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1
They,Brendan Hood,Robert Harmon,Laura Regan,3,3,2000s,89,17000000,4.4,2660,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,0,0,0,0
They Died with Their Boots On,Lenore Coffee,Raoul Walsh,Errol Flynn,1,1,1940s,140,2200000,7.1,693,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1
They Drive by Night,A.I. Bezzerides,Raoul Walsh,George Raft,3,1,1940s,95,500000,7.3,667,0,0,4.5,4.5,4.5,14.5,34.5,34.5,4.5,4.5,,0,0,0,1,0,0
They Live,John Carpenter,John Carpenter,Roddy Piper,3,1,1980s,93,4000000,6.5,5131,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,0,0,0
The Thin Red Line,James Jones,Terrence Malick,Nick Nolte,1,1,1990s,170,52000000,7.2,25637,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,1,0,0,1,0,0
The Thing Called Love,Carol Heikkinen,Peter Bogdanovich,River Phoenix,3,1,1990s,116,14000000,6,1217,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,,0,0,1,1,0,1
The Thing, Campbell,John Carpenter,Kurt Russell,1,1,1980s,109,10000000,7.8,17071,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,1,0,0,0,0,0
Things to Do in Denver When You're Dead,Scott Rosenberg,Gary Fleder,Andy Garcia,3,3,1990s,115,8000000,6.6,5703,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,1
Thir13en Ghosts,Richard D'Ovidio,Steve Beck,Tony Shalhoub,2,3,2000s,87,20000000,5.1,8292,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0
Thirteen,Catherine Hardwicke,Catherine Hardwicke,Nikki Reed,3,3,2000s,100,1500000,7.1,8652,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Thirteen Conversations About One Thing,Jill Sprecher,Jill Sprecher,Matthew McConaughey,1,3,2000s,104,3000000,7.2,2883,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Thirteen Days,Ernest May,Roger Donaldson,Shawn Driscoll,3,3,2000s,145,80000000,7.4,10926,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,PG-13,0,0,0,1,0,0
The Thirteenth Floor,Ravel Centeno-Rodriguez,Josef Rusnak,Craig Bierko,3,3,1990s,100,16000000,6.4,7712,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,0,0,0
This Island Earth,George Callahan,Joseph Newman,Jeff Morrow,3,3,1950s,87,800000,5.4,1294,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0
The Thomas Crown Affair,Alan Trustman,Norman Jewison,Steve McQueen,1,2,1960s,102,4300000,6.7,2766,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,1,0,1
The Thomas Crown Affair,Leslie Dixon,John McTiernan,Pierce Brosnan,1,1,1990s,113,48000000,6.7,17220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,0,0,1
Thoroughly Modern Millie,Richard Morris,George Hill,Julie Andrews,1,3,1960s,138,6000000,6.6,814,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,0
Those Magnificent Men in Their Flying Machines  or How I Flew from London to Paris in 25 hours 11 minutes, , ,,3,3,1960s,138,5600000,6.7,1064,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,1,0,0,0
Three Fugitives,Francis Veber,Francis Veber,Nick Nolte,1,3,1980s,92,15000000,5.5,1664,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,1,0,0,0
Three Kings,John Ridley,David Russell,George Clooney,1,3,1990s,114,48000000,7.3,31503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,1,1,0,0
Three to Tango, Brosh,Damon Santostefano,Matthew Perry,3,3,1990s,98,20000000,6,5719,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1
Thunderball,Ian Fleming,Terence Young,Sean Connery,1,3,1960s,130,9000000,6.8,8226,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,0,0,0,0
Thunderbirds,Gerry Anderson,Jonathan Frakes,Brady Corbet,3,3,2000s,95,57000000,4.4,1419,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,PG,1,0,1,0,0,0
Thunderbolt and Lightfoot,Michael Cimino,Michael Cimino,Clint Eastwood,1,3,1970s,114,4000000,6.8,1983,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,1,0,1,0,0,0
The Tigger Movie,Jun Falkenstein,Jun Falkenstein,Jim Cummings,3,3,2000s,77,20000000,6.1,1376,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,1,1,0,0,0
Time Bandits,Terry Gilliam,Terry Gilliam,John Cleese,1,1,1980s,110,5000000,6.9,9434,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0
The Time Machine,David Duncan,George Pal,Rod Taylor,1,2,1960s,89,750000,7.3,4269,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0
The Time Machine,David Duncan,Simon Wells,Guy Pearce,1,3,2000s,96,80000000,5.5,12424,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
A Time to Kill,Akiva Goldsman,Joel Schumacher,Matthew McConaughey,1,3,1990s,149,40000000,6.9,15577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Timecode,Mike Figgis,Mike Figgis,Xander Berkeley,3,3,2000s,97,4000000,6.2,2320,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,0
Timeline,Michael Crichton,Richard Donner,Paul Walker,1,1,2000s,116,80000000,5.2,5803,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,0,0,0,0
Tin Cup,John Norville,Ron Shelton,Kevin Costner,1,3,1990s,135,45000000,6.2,7521,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1
Tin Men,Barry Levinson,Barry Levinson,Richard Dreyfuss,1,1,1980s,110,11000000,6.4,2065,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,1,0,0
Titan A.E.,John August,Don Bluth,Matt Damon,1,2,2000s,94,75000000,6.4,9373,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG,1,1,0,0,0,0
Titanic,James Cameron,James Cameron,Leonardo DiCaprio,1,1,1990s,194,200000000,6.9,90195,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,PG-13,0,0,0,1,0,1
To Catch a Thief,Alec Coppel,Alfred Hitchcock,Cary Grant,1,1,1950s,106,2500000,7.4,6053,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,1
To Die For,Buck Henry, Van,Nicole Kidman,1,3,1990s,110,20000000,6.7,7737,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,,0,0,1,1,0,0
To Kill a Mockingbird,Horton Foote,Robert Mulligan,Gregory Peck,1,2,1960s,129,2000000,8.5,30139,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,1,0,0
To Sir  with Love,E.R. Braithwaite,James Clavell,Sidney Poitier,1,3,1960s,105,640000,7.4,1999,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,,0,0,0,1,0,0
Tom Jones,Henry Fielding,Tony Richardson,George Devine,3,3,1960s,128,1000000,7.2,1392,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,1
Tomcats,Gregory Poirier,Gregory Poirier,Jerry O'Connell,3,3,2000s,95,11000000,4.7,3717,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0
Tommy,John Entwistle,Ken Russell,Oliver Reed,1,2,1970s,111,5000000,6.1,2916,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0
Tomorrow Never Dies,Bruce Feirstein,Roger Spottiswoode,Pierce Brosnan,1,3,1990s,119,110000000,6.4,19397,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0
Top Gun,Jim Cash,Tony Scott,Tom Cruise,1,1,1980s,110,15000000,6.5,32410,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,1,0,1
Top Hat, , ,,3,3,1930s,101,609000,7.8,2240,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,1,0,0,1
Topaz,Samuel Taylor,Alfred Hitchcock,Frederick Stafford,3,1,1960s,143,4000000,6.1,1918,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0
El Topo, , ,,3,3,1970s,125,400000,7.3,1008,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,0,0,0,0
Tora! Tora! Tora!,Ladislas Farago,Richard Fleischer,Martin Balsam,3,3,1970s,144,25000000,7.4,3663,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,,1,0,0,1,0,0
Torn Curtain,Willis Hall,Alfred Hitchcock,Paul Newman,1,1,1960s,126,6000000,6.5,2477,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0
Torque,Matt Johnson,Joseph Kahn,John Ashker,3,3,2000s,81,40000000,3.2,4050,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
Total Recall,Philip Dick,Paul Verhoeven,Arnold Schwarzenegger,1,1,1990s,113,65000000,7.2,26486,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,1,0,0,0,0,0
Touch of Evil,Franklin Coen,Orson Welles,Charlton Heston,1,1,1950s,106,829000,8.4,11745,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,,0,0,0,0,0,0
The Towering Inferno,Frank Robinson,John Guillermin,Steve McQueen,1,3,1970s,165,14000000,6.4,5386,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,1,0,0
